record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.019153,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.59,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,85.18,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,34.44,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.101,2023.15.101,,2023.15.101,4.075935,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.068758,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.061435,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,15,35,C,28.000,3.084556,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.073592,PASS,PASS,0,FK2316MMBP2AA0082,2023-04-26 09:52:16,2023-04-26 09:59:19,STT234MM01,monolith_main_bft,10023100
