record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.016030,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.24,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,11.60,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,92.36,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,33.34,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.103,2023.15.103,,2023.15.103,4.077974,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.063710,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.071295,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,15,35,C,28.000,3.080755,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.085078,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.55,3.85,V,3.675530,0.258557,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.782,1.818,V,1.812620,0.247293,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,5.012400,0.239573,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.030268,0.249430,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,10.783,11.995,V,11.764293,0.249865,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.070551,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.060133,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.321220,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.079227,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.312790,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.076258,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.090487,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,3.331191,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
24,flip_dot,PASS,PASS,,PASS,4.227396,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
25,se,PASS,PASS,,PASS,8.073032,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
26,Can_Data,PASS,PASS,,PASS,7.306419,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
27,TST_SOLAR_L,PASS,PASS,,PASS,5.078039,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
28,SOLAR_L_Voltage,7,8,V,7.20,0.000000,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
29,SOLAR_L_Current,20,85000,uA,43230.00,0.006016,PASS,PASS,0,FK2316MMBP2AA0068,2023-04-27 12:22:23,2023-04-27 12:29:34,STT234MM01,monolith_main_bft,10023100
